work_year,experience_level,employment_type,job_title,salary_currency,employee_residence,remote_ratio,company_location,company_size
2022,MI,FT,Data Scientist,USD,MY,0,MY,S
2023,EX,FT,AI Engineer,USD,ES,0,ES,S
2023,EN,FT,AI Engineer,USD,CH,100,CH,M
2022,SE,FT,Data Engineer,USD,PT,100,BR,S
2022,SE,FT,Lead Data Scientist,USD,CZ,0,CZ,M
2022,MI,FT,Deep Learning Engineer,USD,TR,50,TR,S
2023,EX,FT,Data Governance Analyst,USD,IN,0,IN,M
2023,EN,PT,Data Engineer,USD,PT,100,PT,M
2022,MI,FT,Data Engineer,USD,PL,100,AE,M
2022,MI,FT,Data Scientist,USD,NZ,100,IN,S
2021,EN,FT,Data Architect,USD,US,0,US,L
2022,SE,FT,Data Architect,USD,CH,0,CH,M
2023,SE,FT,Data Consultant,USD,US,0,US,M
2021,SE,FT,Machine Learning Engineer,USD,GR,100,GR,L
2021,MI,FT,Data Consultant,USD,IN,0,IN,S
2023,EX,FT,Research Scientist,USD,DE,0,DE,M
2022,EN,FT,Data Scientist,USD,CA,0,CA,M
2021,SE,FT,Data Engineer,USD,PL,0,US,M
2023,MI,FT,Director of Data Science,USD,DE,100,DE,L
2022,SE,FT,Data Governance Analyst,USD,FR,0,FR,M
2023,MI,FT,Data Scientist,USD,IN,100,IN,L
2022,MI,FT,Research Scientist,USD,GR,50,GR,M
2022,SE,FL,Data Architect,USD,CH,0,CH,M
2023,MI,FT,Machine Learning Engineer,USD,US,100,US,M
2023,SE,FT,Machine Learning Engineer,USD,TR,0,TR,M
2022,SE,FT,Research Scientist,USD,MY,0,MY,M
2023,SE,FT,Data Scientist,USD,AR,100,AR,M
2023,MI,FT,Data Engineer,USD,HU,100,HU,L
2022,MI,FT,Data Scientist,USD,US,100,US,M
2022,EN,FT,Data Specialist,USD,PT,0,PT,L
2023,SE,FT,AI Researcher,USD,IN,100,IN,L
2023,SE,FT,Machine Learning Engineer,USD,FR,100,FR,M
2023,SE,CT,Data Scientist,USD,IN,0,IN,M
2022,SE,FT,Data Engineer,USD,MX,0,MX,M
2023,SE,FT,Data Product Manager,USD,GR,100,GR,M
2022,SE,FT,Data Analyst,USD,BR,0,BR,M
2022,MI,FT,Deep Learning Engineer,USD,IN,0,IN,M
2022,EN,FT,Data Analyst,USD,PL,100,PL,M
2023,SE,FT,Applied Scientist,USD,MY,0,MY,M
2022,MI,FT,Data Scientist,USD,US,100,US,M
2023,SE,FT,AI Researcher,USD,PL,0,PL,L
2023,SE,FT,Data Architect,USD,US,0,IN,M
2022,MI,CT,Data Scientist,USD,JP,100,US,L
2023,SE,FT,Lead Data Scientist,USD,US,100,US,M
2023,SE,FT,Data Analyst,USD,IN,100,AR,M
2023,EN,FT,ML Engineer,USD,US,100,US,M
2022,MI,FT,Data Engineer,USD,IN,0,IN,S
2022,SE,FT,Data Analyst,USD,DE,0,IN,L
2022,EN,FT,Research Scientist,USD,BR,0,BR,L
2023,EN,FT,Data Analyst,USD,US,0,US,M
2023,SE,FT,Data Scientist,USD,GR,100,GR,S
2022,EN,FT,Data Analyst,USD,GB,0,GB,L
2023,MI,FT,Lead Data Scientist,USD,ES,0,ES,M
2023,SE,FT,BI Analyst,USD,JP,100,JP,M
2023,EX,FT,Data Engineer,USD,JP,0,US,M
2023,SE,FT,Data Analyst,USD,DE,50,SG,M
2023,SE,FT,Data Engineer,USD,SG,100,SG,M
2023,MI,FT,Machine Learning Engineer,USD,MX,100,MX,M
2023,SE,FL,Analytics Engineer,USD,US,0,US,M
2023,SE,FT,Data Consultant,USD,CH,100,CH,S
2023,MI,FT,Machine Learning Engineer,USD,IN,100,TR,M
2023,SE,FT,ML Engineer,USD,IE,0,IE,M
2023,EX,FT,Machine Learning Engineer,USD,FR,0,FR,M
2022,SE,FT,AI Engineer,USD,CA,100,CA,S
2023,SE,FT,Machine Learning Engineer,USD,MX,0,MX,M
2022,EN,FT,Data Analyst,USD,IN,100,CA,M
2022,MI,FT,ML Engineer,USD,DE,100,DE,M
2022,EN,FT,Machine Learning Engineer,USD,AU,0,AU,M
2022,MI,FT,AI Researcher,USD,FR,0,FR,L
2023,MI,FT,Business Intelligence Engineer,USD,AE,0,AE,M
2022,MI,FT,Data Architect,USD,US,100,US,M
2023,EN,FT,Machine Learning Engineer,USD,KR,50,KR,M
2023,MI,FT,Data Scientist,USD,GR,50,BR,L
2021,SE,FT,Lead Data Scientist,USD,US,0,IN,L
2022,SE,FT,Lead Data Scientist,USD,KR,100,KR,M
2023,EN,FT,Data Engineer,USD,GB,0,ES,M
2023,SE,FT,Lead Data Scientist,USD,CA,100,CA,L
2023,SE,FT,Research Scientist,USD,GR,100,IN,L
2023,MI,FT,Data Governance Analyst,USD,DE,100,DE,M
2021,SE,PT,Data Engineer,USD,CA,0,CA,L
2023,MI,FT,Data Analyst,USD,US,100,US,M
2022,MI,FT,Data Engineer,USD,CA,0,BR,M
2023,MI,FT,ML Ops Engineer,USD,IN,100,IN,M
2022,SE,FT,Data Engineer,USD,BR,100,BR,L
2022,MI,FT,Data Engineer,USD,US,0,US,L
2023,SE,FT,AI Researcher,USD,AU,100,AU,M
2023,MI,FL,Data Engineer,USD,IN,50,IN,M
2022,EN,FT,Data Engineer,USD,MX,100,US,M
2023,EN,FT,Data Engineer,USD,CZ,100,GB,M
2023,SE,CT,Data Governance Analyst,USD,SE,0,CA,L
2023,EX,FT,Data Scientist,USD,AU,100,AU,M
2021,MI,FT,Machine Learning Engineer,USD,NZ,100,AE,L
2021,EN,FT,ML Engineer,USD,IN,100,IN,M
2023,EN,FT,Data Product Manager,USD,ES,100,US,M
2023,EX,FT,Applied Scientist,USD,DE,0,JP,M
2023,MI,FT,Data Analyst,USD,NZ,50,NZ,M
2022,MI,FT,Data Scientist,USD,NL,0,NL,M
2022,MI,FT,Statistician,USD,DE,100,DE,L
2023,SE,FT,Business Intelligence Engineer,USD,US,100,US,L
2023,SE,FT,Data Analyst,USD,NO,0,NO,M
2023,SE,FT,Research Scientist,USD,US,0,US,M
2023,MI,FT,ML Engineer,USD,US,100,US,M
2023,SE,FT,Analytics Engineer,USD,KR,100,CA,L
2022,EN,FT,Data Specialist,USD,SG,100,SG,L
2023,EN,FT,Data Scientist,USD,AE,0,AE,M
2022,MI,FT,Lead Data Scientist,USD,CL,0,NL,M
2023,MI,FT,Data Scientist,USD,DE,0,DE,S
2022,SE,FT,Data Analyst,USD,ES,0,ES,M
2023,SE,FT,Business Intelligence Engineer,USD,CZ,50,CZ,L
2021,SE,FT,ML Ops Engineer,USD,CZ,100,CZ,S
2023,SE,FT,Director of Data Science,USD,KR,100,BR,M
2023,MI,FT,Computer Vision Engineer,USD,IN,100,IN,S
2023,EN,FT,ML Engineer,USD,DK,0,FR,M
2023,MI,FT,Data Analyst,USD,AU,0,AU,L
2022,MI,CT,Data Analyst,USD,NL,100,US,L
2023,MI,FT,Data Governance Analyst,USD,CZ,100,CZ,M
2023,SE,FT,Data Specialist,USD,DE,0,DE,M
2023,SE,FT,Data Engineer,USD,CA,100,CA,M
2021,SE,FT,Analytics Engineer,USD,US,0,US,M
2023,SE,FT,Statistician,USD,BR,0,BR,M
2021,MI,FL,Data Scientist,USD,IN,0,IN,S
2023,MI,FT,Principal Data Scientist,USD,AE,100,KR,M
2023,SE,FT,Big Data Engineer,USD,DE,100,DE,L
2022,EX,FT,Data Science Manager,USD,PT,0,PT,M
2021,SE,FT,Data Analyst,USD,CH,0,CH,L
2023,SE,FT,Machine Learning Engineer,USD,US,50,US,M
2022,EN,FT,Data Architect,USD,NL,100,NL,M
2022,SE,FT,Data Analyst,USD,US,0,US,M
2023,SE,FT,Machine Learning Engineer,USD,FR,100,GB,L
2023,SE,FT,Data Scientist,USD,KR,0,KR,M
2023,SE,FT,Data Analyst,USD,GB,0,GB,M
2021,SE,FT,Data Scientist,USD,DE,0,DE,M
2023,MI,FT,Data Consultant,USD,US,100,US,L
2021,MI,FT,Data Engineer,USD,GB,0,GB,L
2023,SE,FT,Data Scientist,USD,US,50,US,M
2023,SE,FT,Machine Learning Engineer,USD,SG,0,SG,M
2021,SE,FT,Data Scientist,USD,IN,100,IN,M
2021,SE,FT,ML Engineer,USD,ES,100,SE,L
2023,EN,FT,ML Engineer,USD,US,100,US,S
2023,MI,FT,Data Scientist,USD,AU,50,AU,M
2022,MI,FT,Data Scientist,USD,US,0,US,S
2021,SE,FT,Data Science Manager,USD,NZ,0,NO,M
2022,MI,FT,Data Analyst,USD,IN,0,IN,M
2022,EX,FT,Data Scientist,USD,CA,100,CA,L
2023,SE,FT,ML Engineer,USD,IN,50,IN,L
2023,MI,FT,AI Engineer,USD,NL,0,NL,M
2023,SE,FT,Analytics Engineer,USD,GB,50,GB,M
2021,EX,FT,AI Engineer,USD,TR,50,TR,S
2023,SE,FT,Analytics Engineer,USD,FR,100,FR,M
2023,MI,FT,Data Scientist,USD,MX,0,MX,M
2021,SE,FT,Machine Learning Engineer,USD,US,100,US,M
2023,SE,FT,Data Engineer,USD,FR,0,FR,L
2023,SE,FT,Data Scientist,USD,AU,0,AU,S
2022,SE,FT,Data Scientist,USD,GB,100,GB,M
2021,SE,FT,Data Science Manager,USD,US,0,US,M
2023,SE,FT,Data Scientist,USD,IT,0,IT,S
2022,SE,FT,Deep Learning Engineer,USD,GB,100,GB,L
2022,MI,FT,Data Governance Analyst,USD,FR,100,FR,S
2023,SE,FT,Analytics Engineer,USD,SE,0,SE,S
2023,SE,FT,Data Governance Analyst,USD,IE,50,MX,M
2023,EN,FT,Research Scientist,USD,SE,0,HU,M
2023,EN,FT,Data Specialist,USD,CL,0,CL,M
2021,EN,FT,Research Scientist,USD,GR,100,CH,M
2023,SE,FT,Data Consultant,USD,DK,50,DK,L
2023,SE,FT,NLP Engineer,USD,DE,0,DE,M
2022,SE,FT,Data Scientist,USD,NL,50,NL,M
2023,SE,CT,Decision Scientist,USD,GB,100,GB,M
2023,SE,FT,Machine Learning Engineer,USD,IN,100,IN,L
2023,SE,FT,Data Governance Analyst,USD,GB,0,GB,M
2022,MI,FT,Computer Vision Engineer,USD,US,0,US,L
2023,SE,FT,Data Engineer,USD,US,0,IN,M
2022,SE,FT,Research Scientist,USD,NZ,0,IE,S
2022,MI,CT,Applied Scientist,USD,IN,100,IN,S
2023,MI,FT,Machine Learning Engineer,USD,PL,100,PL,M
2023,EX,FT,Data Scientist,USD,NO,0,NO,L
2022,SE,FT,Research Scientist,USD,GB,0,GB,M
2022,SE,CT,Quantitative Analyst,USD,KR,0,KR,L
2022,EN,FT,Data Scientist,USD,US,0,US,M
2022,MI,FT,Data Analyst,USD,PL,0,PL,L
2022,MI,FT,Applied Scientist,USD,US,0,US,M
2023,SE,FT,Machine Learning Engineer,USD,JP,0,JP,M
2023,SE,FT,Computer Vision Engineer,USD,US,0,US,M
2022,SE,FT,Data Analyst,USD,IT,0,IT,L
2023,MI,FT,Data Engineer,USD,IN,100,US,L
2023,MI,FT,Research Scientist,USD,IN,0,US,M
2021,SE,FT,Data Engineer,USD,IN,100,IN,S
2021,SE,FT,Data Governance Analyst,USD,KR,100,KR,L
2022,EX,FT,AI Engineer,USD,CZ,0,CZ,M
2022,EX,FT,Computer Vision Engineer,USD,BR,0,MY,M
2022,SE,FT,Research Scientist,USD,IN,0,IN,M
2022,SE,FT,ML Engineer,USD,CA,0,CA,M
2023,SE,FT,Data Engineer,USD,CA,0,CA,M
2023,MI,FT,Data Specialist,USD,MX,0,MX,S
2023,SE,FT,Data Scientist,USD,NL,0,NL,M
2023,MI,FT,ML Ops Engineer,USD,DE,0,DE,M
2022,EN,FT,AI Researcher,USD,GB,100,GR,M
2023,SE,FT,Data Engineer,USD,GB,100,GB,L
2023,EN,FT,Statistician,USD,PL,100,PL,M
2023,SE,FT,Data Analyst,USD,ES,0,ES,M
2023,MI,FT,Data Engineer,USD,BR,100,BR,M
2023,MI,FT,Principal Data Scientist,USD,JP,100,JP,M
2022,SE,FT,BI Analyst,USD,KR,100,MX,L
2022,SE,FT,Data Analyst,USD,SE,100,SE,M
2023,EN,FT,BI Analyst,USD,AE,0,AE,M
2023,EN,FT,Computer Vision Engineer,USD,DE,0,DE,L
2023,MI,FT,ML Ops Engineer,USD,GR,100,GR,M
2022,SE,FT,Research Scientist,USD,ES,100,ES,M
2022,EX,FT,Data Analyst,USD,TR,0,TR,M
2021,SE,FT,Director of Data Science,USD,IN,0,IN,S
2023,MI,FT,Machine Learning Engineer,USD,MY,100,MY,L
2023,SE,FT,Big Data Engineer,USD,GR,100,GR,L
2023,SE,FT,AI Engineer,USD,PL,0,PL,M
2023,SE,FT,ML Ops Engineer,USD,NL,0,NL,M
2022,MI,FT,Machine Learning Engineer,USD,IT,0,IT,M
2022,SE,FT,Data Analyst,USD,IN,0,IN,M
2023,EN,FT,Data Product Manager,USD,NL,50,NL,M
2022,SE,FT,Data Engineer,USD,SG,0,PT,L
2023,MI,FT,Data Scientist,USD,DE,100,DE,M
2023,SE,FT,Data Product Manager,USD,CH,0,CH,M
2022,EN,FT,Data Architect,USD,KR,0,KR,M
2022,EX,FT,Big Data Engineer,USD,SE,0,SE,S
2022,SE,FT,Data Architect,USD,CZ,0,CZ,L
2022,SE,FT,Machine Learning Engineer,USD,IN,100,IN,M
2021,SE,FT,Data Engineer,USD,IN,0,IN,S
2023,SE,FT,Data Architect,USD,CA,100,CA,L
2022,SE,FT,Machine Learning Engineer,USD,IN,0,IN,M
2023,SE,FT,Data Analyst,USD,JP,0,JP,M
2022,SE,FT,AI Researcher,USD,KR,100,KR,L
2022,SE,FT,Data Engineer,USD,TR,0,SG,M
2021,MI,FT,Data Scientist,USD,MY,0,MY,M
2022,EN,PT,Data Architect,USD,FR,100,FR,M
2023,SE,FT,Machine Learning Engineer,USD,AU,0,AU,M
2021,MI,FT,Data Scientist,USD,AR,50,SE,M
2021,MI,FT,Data Analyst,USD,NO,100,NO,L
2022,SE,FT,AI Engineer,USD,IN,50,IN,L
2023,MI,FT,Data Scientist,USD,CA,0,CA,M
2023,MI,FT,Applied Scientist,USD,PL,50,IN,M
2022,SE,FT,Data Governance Analyst,USD,MX,100,MX,M
2022,EN,FL,Data Scientist,USD,GB,0,GB,L
2023,MI,FT,Analytics Engineer,USD,CA,0,CA,M
2022,MI,FT,Analytics Engineer,USD,GR,0,CA,L
2023,SE,FT,Data Engineer,USD,BR,0,BR,M
2023,SE,FT,Machine Learning Engineer,USD,IT,100,DE,M
2022,SE,FT,Data Governance Analyst,USD,PL,100,PL,L
2023,MI,FT,Machine Learning Engineer,USD,DE,0,DE,M
2023,EN,FT,NLP Engineer,USD,NO,0,BR,M
2022,SE,FT,Data Engineer,USD,SG,100,CZ,M
2022,SE,FT,Data Science Manager,USD,IE,0,IE,M
2022,EN,FT,ML Engineer,USD,PT,50,PT,M
2022,EX,FT,Analytics Engineer,USD,US,100,US,L
2023,SE,FL,BI Analyst,USD,HU,0,US,L
2023,MI,FT,Data Scientist,USD,AE,100,AE,L
2022,EN,CT,Data Science Manager,USD,BR,100,BR,S
2021,SE,FT,Data Science Manager,USD,NO,0,NO,L
2023,SE,FT,Data Engineer,USD,IN,0,IN,L
2023,MI,FT,Research Scientist,USD,TR,100,TR,S
2023,EN,FT,Data Scientist,USD,TR,0,TR,M
2021,SE,FT,Machine Learning Engineer,USD,CA,100,CA,M
2023,SE,FL,Data Analyst,USD,US,0,US,L
2023,MI,FT,Data Engineer,USD,AE,0,AE,M
2022,MI,FT,Data Analyst,USD,US,0,US,M
2022,SE,FT,AI Researcher,USD,GB,100,GB,M
2023,MI,FT,Machine Learning Engineer,USD,IN,100,IN,M
2022,SE,FT,Data Engineer,USD,US,100,US,L
2021,MI,FT,Data Analyst,USD,IN,100,IN,M
2023,MI,FT,Data Engineer,USD,DE,0,DE,L
2022,EN,FL,Quantitative Analyst,USD,ES,100,ES,M
2022,SE,FT,Data Product Manager,USD,HU,0,PT,M
2021,EN,FT,Data Analyst,USD,JP,100,JP,L
2021,EN,FT,Data Engineer,USD,BR,0,BR,M
2022,MI,FT,Data Specialist,USD,CA,100,CA,M
2023,MI,FT,NLP Engineer,USD,BR,100,BR,M
2022,MI,FT,Data Consultant,USD,CL,0,CL,M
2023,SE,FT,Data Engineer,USD,GB,0,GB,S
2022,MI,FT,Machine Learning Engineer,USD,MY,0,MY,L
2021,SE,FT,Machine Learning Engineer,USD,ES,0,GB,M
2023,SE,FT,Data Product Manager,USD,IN,100,IN,L
2023,MI,FT,NLP Engineer,USD,SE,0,SE,M
2023,SE,FT,Machine Learning Engineer,USD,IE,100,IE,L
2023,EN,CT,Data Scientist,USD,CA,100,CA,M
2023,SE,FT,Data Engineer,USD,AE,100,AE,L
2022,EN,FT,Data Scientist,USD,US,0,US,L
2023,MI,FT,Research Scientist,USD,PT,0,PT,M
2023,MI,FT,Computer Vision Engineer,USD,CZ,0,CZ,L
2023,MI,FT,Lead Data Scientist,USD,AE,0,AE,M
2022,SE,FT,ML Engineer,USD,PT,100,PT,M
2023,EN,FT,Statistician,USD,US,100,US,M
2022,SE,FT,Data Science Manager,USD,US,100,US,M
2023,MI,FT,Data Architect,USD,US,0,US,M
2021,SE,FT,Data Consultant,USD,IT,100,PL,L
2021,SE,FT,Data Analyst,USD,IN,0,TR,M
2023,MI,FT,Data Scientist,USD,GB,0,GB,L
2023,SE,FT,Data Engineer,USD,GB,100,GB,L
2022,SE,FT,Data Product Manager,USD,BR,0,TR,M
2022,EX,FT,AI Engineer,USD,DE,0,DE,S
2023,EN,FT,Analytics Engineer,USD,IN,100,IN,M
2023,SE,FT,Data Analyst,USD,GB,100,GB,M
2021,SE,FT,Data Analyst,USD,BR,0,BR,M
2023,SE,FT,Data Analyst,USD,PL,50,PL,L
2023,SE,FT,Data Architect,USD,US,0,US,L
2023,EN,FT,Data Architect,USD,IT,0,IT,L
2022,SE,FT,Data Engineer,USD,AR,0,AR,S
2023,SE,FT,Data Engineer,USD,FR,100,FR,S
2023,EN,FT,ML Engineer,USD,CA,0,CA,M
2023,SE,FT,BI Analyst,USD,US,0,US,M
2021,EN,FT,Data Scientist,USD,AR,100,AR,M
2023,SE,FT,Data Analyst,USD,GR,0,US,M
2023,SE,FT,BI Analyst,USD,BR,0,JP,M
2023,SE,FT,Data Engineer,USD,NL,100,NL,M
2022,EN,FT,ML Engineer,USD,GB,100,US,M
2023,SE,FT,Data Engineer,USD,BR,100,BR,M
2022,EN,FT,ML Engineer,USD,AR,50,DE,M
2023,SE,FT,Head of Data,USD,IN,50,IN,M
2023,MI,FT,Data Analyst,USD,SG,100,SG,S
2023,EN,FT,Data Engineer,USD,SG,100,MX,M
2022,SE,FT,Analytics Engineer,USD,MY,50,MY,M
2022,EX,FT,Data Engineer,USD,GB,0,GB,L
2023,SE,FT,Principal Data Scientist,USD,IN,100,IN,S
2023,SE,FT,Data Consultant,USD,SG,0,SG,L
2022,EN,FT,Deep Learning Engineer,USD,DK,0,DK,M
2023,MI,FT,Data Scientist,USD,JP,0,JP,L
2021,EN,FT,Data Engineer,USD,NL,0,NL,L
2023,SE,FT,Data Engineer,USD,AE,100,AE,M
2022,MI,FT,Data Consultant,USD,CZ,0,DE,M
2022,SE,FT,Machine Learning Engineer,USD,IN,100,IN,L
2023,SE,FT,Data Analyst,USD,SE,0,SE,M
2023,EX,FT,Data Analyst,USD,CA,0,CA,M
2022,SE,FT,Research Scientist,USD,AU,0,AU,L
2022,EX,FT,Quantitative Analyst,USD,PL,0,DK,L
2021,EN,FT,Data Scientist,USD,IN,0,IN,M
2023,EX,FT,Data Engineer,USD,CA,100,CA,L
2022,SE,FT,Decision Scientist,USD,DE,0,GB,M
2022,SE,FT,Data Analyst,USD,BR,0,BR,M
2023,EN,FT,Data Analyst,USD,KR,0,KR,S
2022,EN,FT,Data Scientist,USD,IN,50,IN,M
2023,SE,FT,Data Science Manager,USD,MX,0,MX,M
2023,SE,FT,Machine Learning Engineer,USD,PL,100,PL,M
2023,SE,FT,Quantitative Analyst,USD,CA,100,CA,M
2022,SE,FT,Data Engineer,USD,US,0,US,M
2023,SE,FT,ML Ops Engineer,USD,SE,100,SE,M
2023,SE,FT,Machine Learning Engineer,USD,JP,100,JP,L
2021,SE,FT,Data Specialist,USD,JP,100,JP,M
2023,MI,FT,Applied Scientist,USD,AR,0,AR,M
2023,MI,FT,Data Scientist,USD,DE,0,DE,M
2022,SE,FT,Data Science Manager,USD,IN,100,IN,M
2022,EN,FT,Analytics Engineer,USD,US,0,US,L
2023,SE,FT,Data Scientist,USD,BR,100,IN,M
2023,EN,FT,Applied Scientist,USD,AE,0,AE,M
2023,MI,FT,Analytics Engineer,USD,US,100,US,M
2023,SE,FT,ML Engineer,USD,KR,0,IN,S
2023,EN,FT,Decision Scientist,USD,NL,0,NL,S
2023,MI,FT,Data Engineer,USD,CA,100,CA,L
2023,SE,FT,Data Analyst,USD,US,100,US,M
2023,MI,FT,Data Engineer,USD,US,0,US,L
2022,MI,FT,Data Analyst,USD,AU,0,AU,M
2021,SE,FT,Business Intelligence Engineer,USD,US,0,US,M
2023,EN,FT,Data Consultant,USD,CA,100,CA,S
2021,SE,FT,Analytics Engineer,USD,DE,0,DE,L
2021,SE,FT,Data Analyst,USD,TR,0,TR,L
2023,MI,FT,Machine Learning Engineer,USD,IT,100,IT,M
2023,MI,FT,Analytics Engineer,USD,PT,0,PT,M
2023,EN,FT,Analytics Engineer,USD,ES,100,ES,L
2021,MI,FT,Data Analyst,USD,NO,50,PT,M
2022,SE,FT,Business Intelligence Engineer,USD,GB,100,GB,L
2021,SE,FT,Decision Scientist,USD,AU,0,MX,M
2023,SE,FT,Analytics Engineer,USD,ES,100,ES,L
2022,EX,FT,Decision Scientist,USD,GB,100,GB,M
2022,SE,FT,AI Engineer,USD,AR,0,AR,M
2023,SE,FT,Data Governance Analyst,USD,MX,100,MX,S
2023,SE,FT,Decision Scientist,USD,GB,100,GB,M
2023,SE,FT,Data Scientist,USD,IT,0,IT,L
2022,SE,FT,Data Analyst,USD,SG,0,SG,M
2023,SE,FT,Machine Learning Engineer,USD,KR,0,KR,L
2023,MI,FT,Data Engineer,USD,DK,0,SE,M
2022,SE,FT,Machine Learning Engineer,USD,AE,0,CA,L
2023,SE,FT,Quantitative Analyst,USD,FR,0,FR,L
2023,MI,FT,Data Architect,USD,CA,0,CA,S
2022,EN,FT,Data Engineer,USD,AE,100,AE,M
2023,MI,FT,AI Researcher,USD,JP,100,JP,M
2023,EN,FT,BI Analyst,USD,AU,100,AU,M
2022,SE,FT,BI Analyst,USD,IT,100,JP,L
2023,SE,FT,Data Scientist,USD,DE,100,DE,M
2023,SE,FT,Data Scientist,USD,NZ,100,JP,M
2022,MI,FT,Statistician,USD,CH,100,SE,M
2023,EX,FT,Data Governance Analyst,USD,IE,0,IN,M
2023,SE,FT,Analytics Engineer,USD,KR,100,KR,S
2023,SE,FT,Data Scientist,USD,US,100,US,M
2022,EN,FT,Machine Learning Engineer,USD,KR,0,US,M
2023,MI,FT,Computer Vision Engineer,USD,GB,0,GB,M
2023,EN,FT,Big Data Engineer,USD,US,100,US,M
2022,SE,FT,Data Analyst,USD,GB,0,GB,M
2023,EX,FT,Analytics Engineer,USD,NL,100,NL,M
2023,SE,FL,Quantitative Analyst,USD,MY,0,MY,M
2023,SE,FT,NLP Engineer,USD,US,0,US,M
2023,EX,FT,Data Analyst,USD,IE,0,TR,M
2023,SE,FT,Data Engineer,USD,TR,100,TR,M
2022,EX,FT,Data Scientist,USD,PL,0,PL,M
2023,SE,FT,Data Scientist,USD,IN,0,IN,M
2023,MI,PT,Applied Scientist,USD,MX,0,MX,S
2022,EN,FT,Data Analyst,USD,BR,0,BR,S
2022,EN,FT,Data Scientist,USD,KR,0,KR,L
2021,EN,FT,AI Engineer,USD,PL,0,PL,M
2022,EX,FT,Data Governance Analyst,USD,JP,100,JP,L
2023,SE,FT,Lead Data Scientist,USD,TR,0,TR,S
2022,EX,FT,Data Analyst,USD,CA,0,CA,L
2023,SE,FT,NLP Engineer,USD,IN,0,IN,S
2023,EN,FT,Big Data Engineer,USD,SE,0,CL,L
2022,MI,FT,Decision Scientist,USD,GB,0,GB,M
2022,SE,FT,Data Analyst,USD,PL,0,US,M
2022,SE,CT,Data Scientist,USD,CA,100,CA,M
2022,SE,FT,Data Scientist,USD,KR,100,KR,M
2021,SE,FT,Data Scientist,USD,PL,100,ES,M
2023,SE,FT,Data Governance Analyst,USD,CA,100,CA,L
2022,EN,FT,Data Analyst,USD,GB,100,GB,L
2023,EX,FT,Research Scientist,USD,IN,100,IN,M
2023,EN,FT,Data Science Manager,USD,IT,0,IT,M
2022,MI,FT,Data Specialist,USD,GB,100,HU,M
2023,SE,FT,Data Scientist,USD,KR,0,KR,M
2022,MI,CT,Data Architect,USD,GR,0,IN,M
2023,MI,FT,Data Engineer,USD,BR,100,BR,L
2022,SE,FT,Data Engineer,USD,IN,0,IN,M
2023,EN,FT,Principal Data Scientist,USD,US,100,US,L
2021,MI,FT,ML Engineer,USD,AR,50,AR,M
2023,SE,FT,Data Engineer,USD,ES,100,ES,L
2022,MI,FT,Data Engineer,USD,BR,100,BR,S
2023,EN,FT,Computer Vision Engineer,USD,IT,100,IT,L
2023,SE,FT,AI Engineer,USD,IT,0,IT,M
2023,MI,FT,Data Scientist,USD,AR,0,DE,L
2023,MI,FT,Director of Data Science,USD,IN,0,SG,M
2022,EN,FT,Data Analyst,USD,US,100,US,L
2023,SE,FT,Data Scientist,USD,SE,0,SE,L
2022,SE,FT,Machine Learning Engineer,USD,JP,100,JP,L
2023,SE,FT,Machine Learning Engineer,USD,NZ,0,BR,M
2023,SE,FT,Data Scientist,USD,US,50,US,S
2023,EN,FT,Data Scientist,USD,DE,50,DE,M
2022,MI,PT,Data Architect,USD,CA,0,CA,M
2023,EX,FL,Machine Learning Engineer,USD,US,0,US,M
2022,SE,FT,Business Intelligence Engineer,USD,AE,0,AE,M
2023,EN,FT,Data Scientist,USD,NO,100,NO,L
2022,SE,FT,NLP Engineer,USD,GR,50,GR,M
2023,SE,FT,Applied Scientist,USD,GR,0,GR,M
2022,SE,FT,Deep Learning Engineer,USD,IT,50,IT,M
2023,MI,FT,Data Analyst,USD,US,100,US,M
2023,EN,FT,Data Engineer,USD,PT,100,PT,S
2023,SE,FT,Data Architect,USD,GR,100,US,M
2022,SE,FT,Statistician,USD,IT,0,IT,M
2023,MI,FT,Data Engineer,USD,CZ,0,JP,S
2022,MI,FT,Data Science Manager,USD,GR,0,GR,M
2021,SE,FT,Applied Scientist,USD,KR,0,KR,L
2022,MI,FT,Data Engineer,USD,US,0,US,M
2023,SE,FT,Data Analyst,USD,AR,100,AR,L
2022,SE,FT,Data Scientist,USD,IN,0,IN,L
2022,SE,FT,Statistician,USD,US,100,US,M
2023,SE,FT,Analytics Engineer,USD,NO,0,NO,M
2023,EN,FT,Head of Data,USD,TR,100,TR,M
2022,SE,FT,Applied Scientist,USD,AU,100,AU,M
2023,EX,FT,Data Science Manager,USD,CL,0,NL,M
2021,SE,FT,Data Scientist,USD,FR,50,FR,M
2022,MI,FT,Data Science Manager,USD,PT,100,PT,M
2022,SE,FT,Data Scientist,USD,US,0,US,M
2023,MI,FT,Quantitative Analyst,USD,FR,100,FR,M
2022,SE,FT,Analytics Engineer,USD,BR,0,BR,L
2023,MI,FT,Decision Scientist,USD,CZ,100,US,M
2023,SE,FT,Research Scientist,USD,TR,100,NL,L
2023,SE,FT,Decision Scientist,USD,AR,0,AR,S
2022,SE,FT,ML Engineer,USD,CA,0,CA,M
2023,EN,FT,Data Scientist,USD,US,0,US,M
2022,MI,FT,Data Architect,USD,NZ,0,ES,S
2023,SE,FT,Applied Scientist,USD,NZ,50,NZ,L
